CustomerID,LastPurchase,FirstPurchase,TotalOrders,Revenue,CustomerAge,DaysSinceLastPurchase,Churn,Segment
12510.0,2011-07-20 10:15:00,2011-01-18 14:04:00,2,982.5699999999999,324,142,1,At Risk
12512.0,2011-10-04 14:55:00,2011-10-04 14:53:00,2,138.03,65,65,0,Others
12513.0,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,112,112,1,At Risk
12514.0,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.6800000000001,266,266,1,At Risk
12515.0,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,352,352,1,At Risk
12516.0,2011-09-23 09:13:00,2011-06-12 11:37:00,2,1312.06,180,77,0,At Risk
12517.0,2011-11-11 14:04:00,2011-06-02 15:13:00,5,2502.84,189,27,0,Loyal Customers
12518.0,2011-12-09 10:13:00,2011-08-21 13:18:00,5,2056.89,109,0,0,Loyal Customers
12519.0,2011-10-07 09:26:00,2011-10-07 09:26:00,1,340.84000000000003,63,63,0,Others
12520.0,2011-09-21 15:23:00,2011-03-11 11:35:00,5,2634.26,273,78,0,At Risk
12521.0,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68,142,142,1,At Risk
12522.0,2011-10-31 15:30:00,2011-10-19 14:41:00,2,192.72,50,38,0,Others
12523.0,2011-11-20 12:55:00,2011-01-12 09:43:00,11,1789.77,331,18,0,Loyal Customers
12524.0,2011-11-30 15:31:00,2011-01-10 10:35:00,8,4485.72,333,8,0,Champions
12526.0,2011-12-09 12:09:00,2011-09-06 14:19:00,3,1316.66,93,0,0,Potential Loyalist
12527.0,2011-09-19 11:55:00,2011-01-18 12:05:00,3,348.71000000000004,325,81,0,At Risk
12528.0,2011-11-30 14:40:00,2011-01-31 09:05:00,6,1933.48,312,8,0,Loyal Customers
12530.0,2011-10-11 12:34:00,2011-01-07 10:04:00,4,1662.28,336,59,0,Others
12531.0,2011-11-25 11:12:00,2011-11-25 11:12:00,1,125.22,14,14,0,Potential Loyalist
12532.0,2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83000000000004,29,29,0,Potential Loyalist
12534.0,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18,130,130,1,At Risk
12535.0,2011-09-09 08:48:00,2011-06-06 12:47:00,2,716.35,186,91,1,At Risk
12536.0,2011-10-27 14:20:00,2011-10-11 14:52:00,3,12601.830000000002,58,42,0,Others
12538.0,2011-11-10 17:16:00,2011-11-10 17:16:00,1,363.95,28,28,0,Potential Loyalist
12539.0,2011-11-17 13:30:00,2011-01-10 09:11:00,4,5568.35,333,21,0,Loyal Customers
12540.0,2011-11-20 11:31:00,2010-12-13 09:39:00,17,13400.24,361,19,0,Loyal Customers
12541.0,2011-11-10 10:40:00,2011-03-04 09:32:00,3,981.18,280,29,0,Potential Loyalist
12544.0,2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7,35,35,0,Others
12545.0,2011-09-25 13:39:00,2011-03-25 12:04:00,2,1000.39,259,74,0,At Risk
12546.0,2011-10-24 12:09:00,2011-09-23 09:44:00,2,1161.5,77,46,0,Others
12547.0,2011-05-26 12:38:00,2011-03-04 12:46:00,2,207.8,280,197,1,At Risk
12548.0,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999,165,165,1,At Risk
12550.0,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83,78,78,0,At Risk
12551.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,357,357,1,At Risk
12552.0,2011-11-01 10:02:00,2011-10-31 12:11:00,2,437.82,39,38,0,Others
12553.0,2011-12-01 16:38:00,2011-01-14 10:42:00,10,3692.28,329,7,0,Champions
12556.0,2011-10-20 13:06:00,2011-07-11 13:35:00,2,603.71,150,49,0,Others
12557.0,2011-11-23 16:59:00,2010-12-03 12:20:00,5,11990.960000000001,371,15,0,Loyal Customers
12558.0,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,7,7,0,Potential Loyalist
12559.0,2011-02-02 09:49:00,2011-01-24 10:12:00,2,561.71,319,310,1,At Risk
12560.0,2011-12-04 13:54:00,2011-07-19 15:55:00,3,2134.01,142,4,0,Potential Loyalist
12561.0,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,302,302,1,At Risk
12562.0,2011-12-01 17:20:00,2011-05-25 12:44:00,7,3781.7400000000002,198,7,0,Champions
12564.0,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.90000000000003,260,260,1,At Risk
12565.0,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92000000000002,288,288,1,At Risk
12566.0,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65,85,85,0,At Risk
12567.0,2011-11-17 11:02:00,2010-12-05 11:57:00,10,9401.28,369,22,0,Loyal Customers
12569.0,2011-12-07 16:24:00,2011-04-01 13:47:00,32,4124.6900000000005,251,1,0,Champions
12571.0,2011-10-31 10:19:00,2011-08-10 12:35:00,2,519.61,121,39,0,Others
12572.0,2011-12-01 09:20:00,2011-10-19 08:20:00,2,1020.4200000000001,51,8,0,Potential Loyalist
12573.0,2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54000000000002,226,226,1,At Risk
12574.0,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45000000000002,315,315,1,At Risk
12576.0,2011-11-04 10:11:00,2011-02-08 11:31:00,5,1315.83,304,35,0,Others
12577.0,2011-11-04 13:24:00,2010-12-15 16:21:00,3,657.8,358,34,0,Others
12578.0,2011-11-18 13:30:00,2011-01-13 15:34:00,2,2794.51,329,20,0,Potential Loyalist
12579.0,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42,77,77,0,At Risk
12580.0,2011-04-07 10:24:00,2011-04-07 10:24:00,1,415.7,246,246,1,At Risk
12581.0,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71,39,39,0,Others
12582.0,2011-04-15 08:45:00,2011-02-24 11:42:00,2,511.36,288,238,1,At Risk
12583.0,2011-12-07 08:07:00,2010-12-01 08:45:00,15,7281.38,373,2,0,Champions
12584.0,2011-12-06 09:35:00,2011-03-04 15:15:00,9,2338.15,279,3,0,Champions
12585.0,2011-04-19 13:39:00,2010-12-23 12:58:00,2,2040.1,350,233,1,At Risk
12586.0,2011-11-22 16:24:00,2011-11-22 16:24:00,1,196.94000000000003,16,16,0,Potential Loyalist
12587.0,2011-12-02 12:47:00,2011-12-02 12:47:00,1,144.0,7,7,0,Potential Loyalist
12588.0,2011-10-31 15:01:00,2011-10-31 15:01:00,1,214.89999999999998,38,38,0,Others
12589.0,2011-11-11 10:19:00,2011-07-18 12:05:00,2,646.68,144,28,0,Potential Loyalist
12590.0,2011-05-12 14:52:00,2011-05-12 14:46:00,2,9864.26,210,210,1,At Risk
12591.0,2011-01-26 14:35:00,2011-01-26 14:35:00,1,452.84999999999997,316,316,1,At Risk
12592.0,2011-09-08 15:04:00,2011-05-10 13:44:00,2,437.6,212,91,1,At Risk
12593.0,2011-08-23 12:43:00,2011-05-05 09:29:00,3,418.1,218,108,1,At Risk
12594.0,2011-11-02 12:20:00,2011-01-21 09:52:00,10,3338.2200000000003,322,37,0,Others
12596.0,2011-10-19 13:02:00,2011-04-11 13:22:00,2,618.27,241,50,0,Others
12597.0,2011-11-20 13:33:00,2011-03-16 14:00:00,4,3811.22,267,18,0,Loyal Customers
12598.0,2011-11-30 12:18:00,2011-02-28 11:58:00,8,3023.08,284,9,0,Champions
12599.0,2011-11-10 13:34:00,2011-02-08 13:28:00,7,1032.58,303,28,0,Loyal Customers
12600.0,2011-11-11 10:29:00,2010-12-03 12:57:00,10,2599.04,370,28,0,Loyal Customers
12601.0,2011-06-03 10:17:00,2011-01-11 10:38:00,5,577.0600000000001,332,189,1,At Risk
12602.0,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,58,58,0,Others
12603.0,2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.1999999999999,21,21,0,Potential Loyalist
12604.0,2011-09-21 14:08:00,2011-03-23 12:06:00,2,254.18,261,78,0,At Risk
12607.0,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,59,59,0,Others
12609.0,2011-09-22 16:34:00,2011-01-25 15:13:00,3,1126.85,317,77,0,At Risk
12610.0,2011-11-17 09:34:00,2011-08-05 13:52:00,5,2099.54,125,22,0,Loyal Customers
12611.0,2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,51,51,0,Others
12612.0,2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.04,73,73,0,At Risk
12613.0,2011-10-13 14:59:00,2011-03-22 15:42:00,5,3344.38,261,56,0,Others
12614.0,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,277,277,1,At Risk
12615.0,2011-12-07 15:02:00,2011-06-24 13:35:00,4,2291.19,167,1,0,Loyal Customers
12616.0,2011-09-05 15:17:00,2011-02-15 14:17:00,2,713.3,296,94,1,At Risk
12617.0,2011-11-10 14:39:00,2011-11-10 14:39:00,1,355.53000000000003,28,28,0,Potential Loyalist
12618.0,2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31,21,21,0,Potential Loyalist
12619.0,2011-11-23 14:52:00,2011-03-31 13:10:00,9,3641.24,252,15,0,Loyal Customers
12620.0,2011-11-25 10:20:00,2011-05-19 12:10:00,3,1339.41,204,14,0,Potential Loyalist
12621.0,2011-12-08 11:25:00,2010-12-09 10:16:00,20,13689.67,365,1,0,Champions
12622.0,2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.1,231,231,1,At Risk
12623.0,2011-03-08 13:50:00,2011-03-08 13:50:00,1,305.1,275,275,1,At Risk
12624.0,2011-08-25 15:04:00,2011-06-15 12:34:00,2,641.13,177,105,1,At Risk
12625.0,2011-05-12 09:54:00,2011-01-24 13:27:00,2,2683.82,318,211,1,At Risk
12626.0,2011-11-16 16:06:00,2011-01-17 11:01:00,9,6620.4800000000005,326,22,0,Loyal Customers
12627.0,2011-11-29 12:07:00,2011-07-22 13:59:00,7,4478.53,139,10,0,Champions
12628.0,2011-12-05 13:15:00,2011-10-06 09:28:00,3,786.46,64,3,0,Potential Loyalist
12630.0,2011-11-30 10:48:00,2011-10-27 10:41:00,2,1270.88,43,9,0,Potential Loyalist
12631.0,2011-10-13 13:53:00,2011-10-13 13:53:00,1,640.5,56,56,0,Others
12633.0,2011-10-12 11:40:00,2011-02-25 08:44:00,4,2163.98,287,58,0,Others
12635.0,2011-09-11 11:04:00,2011-07-08 08:43:00,2,1689.18,154,89,0,At Risk
12637.0,2011-10-03 13:46:00,2011-01-20 10:47:00,8,6021.9,323,66,0,Others
12638.0,2011-11-06 13:11:00,2011-11-06 13:11:00,1,671.69,32,32,0,Potential Loyalist
12639.0,2011-04-15 12:48:00,2011-04-15 12:48:00,1,486.1,238,238,1,At Risk
12640.0,2011-11-16 11:52:00,2011-09-19 12:01:00,3,1174.58,81,23,0,Potential Loyalist
12641.0,2011-08-16 13:26:00,2011-08-16 13:26:00,1,185.9,114,114,1,At Risk
12642.0,2011-11-14 15:03:00,2011-08-24 09:23:00,3,1013.26,107,24,0,Potential Loyalist
12643.0,2011-08-03 12:56:00,2011-01-11 11:48:00,6,3344.64,332,127,1,At Risk
12644.0,2011-08-02 10:33:00,2011-08-02 10:33:00,1,477.90999999999997,129,129,1,At Risk
12645.0,2011-11-06 12:38:00,2011-01-27 13:08:00,4,1775.18,315,33,0,Others
12646.0,2011-12-05 10:14:00,2011-10-21 12:52:00,2,1346.97,48,4,0,Potential Loyalist
12647.0,2011-11-17 12:56:00,2010-12-05 14:02:00,12,3722.82,368,21,0,Loyal Customers
12648.0,2011-07-08 11:55:00,2011-07-08 11:55:00,1,318.05,154,154,1,At Risk
12649.0,2011-08-24 14:41:00,2011-05-11 14:37:00,3,623.51,211,106,1,At Risk
12650.0,2011-12-06 16:34:00,2011-12-06 16:34:00,1,314.44,2,2,0,Potential Loyalist
12651.0,2011-01-09 12:46:00,2011-01-09 12:46:00,1,114.0,334,334,1,At Risk
12652.0,2011-01-12 15:00:00,2011-01-12 15:00:00,1,919.98,330,330,1,At Risk
12653.0,2011-07-14 10:41:00,2011-02-16 10:53:00,2,2209.85,296,148,1,At Risk
12654.0,2011-11-29 10:10:00,2011-02-17 13:16:00,5,601.98,294,10,0,Loyal Customers
12656.0,2011-11-22 13:42:00,2011-04-20 09:20:00,5,4051.17,233,16,0,Loyal Customers
12657.0,2011-11-28 15:47:00,2011-09-22 11:40:00,4,1643.18,78,10,0,Loyal Customers
12658.0,2011-11-21 10:22:00,2011-11-21 10:22:00,1,686.05,18,18,0,Potential Loyalist
12659.0,2011-11-10 11:53:00,2011-11-10 11:53:00,1,91.68,29,29,0,Potential Loyalist
12660.0,2011-11-28 13:26:00,2011-11-28 13:26:00,1,245.10000000000002,10,10,0,Potential Loyalist
12662.0,2011-12-09 11:59:00,2010-12-01 13:04:00,11,3849.78,372,0,0,Champions
12664.0,2011-12-01 17:07:00,2011-01-21 11:42:00,9,4881.88,322,7,0,Champions
12665.0,2011-01-19 08:34:00,2011-01-19 08:34:00,1,63.0,324,324,1,At Risk
12667.0,2011-10-12 17:00:00,2011-10-12 17:00:00,1,620.13,57,57,0,Others
12668.0,2011-11-28 10:56:00,2010-12-19 12:46:00,4,3807.15,355,11,0,Loyal Customers
12669.0,2011-07-12 09:54:00,2011-03-28 10:15:00,3,2744.0299999999997,256,150,1,At Risk
12670.0,2011-11-29 15:23:00,2011-04-21 10:16:00,5,2996.05,232,9,0,Loyal Customers
12672.0,2011-01-14 09:20:00,2011-01-14 09:20:00,1,225.9,329,329,1,At Risk
12673.0,2011-12-04 13:55:00,2011-01-17 11:46:00,2,610.52,326,4,0,Potential Loyalist
12674.0,2011-11-01 12:12:00,2011-05-16 09:10:00,4,1970.6,207,38,0,Others
12676.0,2011-11-15 12:25:00,2011-02-01 15:41:00,6,1331.39,310,24,0,Loyal Customers
12678.0,2011-10-28 13:04:00,2010-12-21 11:00:00,12,17628.46,353,41,0,Others
12679.0,2011-10-12 12:30:00,2011-03-01 12:26:00,4,1113.02,283,58,0,Others
12680.0,2011-12-09 12:50:00,2011-08-18 15:44:00,4,862.81,112,0,0,Loyal Customers
12681.0,2011-11-25 11:33:00,2010-12-07 10:08:00,22,13787.54,367,14,0,Loyal Customers
12682.0,2011-12-06 10:00:00,2010-12-03 13:59:00,31,12288.22,370,3,0,Champions
12683.0,2011-12-05 16:31:00,2010-12-09 10:37:00,15,8476.57,365,3,0,Champions
12684.0,2011-12-02 09:53:00,2011-05-10 12:55:00,7,2283.63,212,7,0,Champions
12685.0,2011-11-11 13:46:00,2011-09-07 10:28:00,6,2863.08,93,27,0,Loyal Customers
